Id,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Land Slope,Neighborhood,Condition 1,Condition 2,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Sale Type,SalePrice,Total Baths,Has Finished Garage,Detached Garage,Has Finished Basement,Total sq ft,Is Remodeled,Has Pool,Has Fence,Has Paved Drive,Has Central Air,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Age
649,535353040,20,60.0,7626,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,5,8,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,4,3,CBlock,3,931.0,0.0,100.0,1031.0,GasA,SBrkr,1031,0,0,1031,2,1,4,5,Typ,0,0,1.0,230.0,3,3,0,0,0,0,0,0,0,WD ,145500,1,0,0,1,1031,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,66
2600,535377100,50,60.0,7008,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,4,8,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,4,BrkTil,2,0.0,0.0,448.0,448.0,GasA,SBrkr,448,272,0,720,1,1,2,5,Typ,0,0,1.0,280.0,2,3,0,0,70,0,0,0,0,WD ,86900,1,0,0,0,720,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
617,534475185,20,128.0,12160,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,6,4,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3,1024.0,0.0,481.0,1505.0,GasA,SBrkr,1505,0,0,1505,2,1,3,6,Typ,1,3,2.0,505.0,3,3,0,0,0,162,0,0,0,WD ,149500,1,1,0,1,1505,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65
2209,909256120,30,50.0,6305,Pave,NA,Reg,Bnk,AllPub,Gtl,Crawfor,Norm,Norm,5,7,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,4,PConc,2,0.0,0.0,920.0,920.0,GasA,SBrkr,954,0,0,954,2,1,2,5,Typ,1,4,1.0,240.0,2,3,0,0,0,0,0,0,0,WD ,119750,1,0,0,0,954,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80
2814,907418020,60,68.0,8846,Pave,NA,Reg,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,0.0,0.0,750.0,750.0,GasA,SBrkr,750,750,0,1500,3,1,4,6,Typ,0,0,2.0,564.0,3,3,0,35,0,0,0,0,0,New,173900,3,1,0,0,1535,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
2542,534275010,20,0.0,10659,Pave,NA,IR1,Lvl,AllPub,Gtl,NAmes,Norm,Norm,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,CBlock,3,915.0,0.0,135.0,1050.0,GasA,SBrkr,1050,0,0,1050,3,1,3,6,Typ,0,0,1.0,368.0,3,3,0,319,0,0,0,0,0,COD,136500,1,0,0,1,1369,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,57
2323,527146135,160,68.0,13108,Pave,NA,IR1,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,8,5,Gable,CompShg,CemntBd,CmentBd,NA,0.0,4,3,PConc,4,0.0,0.0,2062.0,2062.0,GasA,SBrkr,2079,608,0,2687,4,1,4,9,Typ,0,0,2.0,618.0,3,3,168,12,0,0,0,0,0,WD ,270000,3,1,0,0,2867,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
1393,905202230,20,0.0,13500,Pave,NA,Reg,Lvl,AllPub,Gtl,ClearCr,Norm,Norm,6,7,Flat,CompShg,BrkFace,Plywood,NA,0.0,3,3,CBlock,4,429.0,1080.0,93.0,1602.0,GasA,SBrkr,1252,0,0,1252,1,1,3,4,Typ,1,4,2.0,564.0,3,3,409,0,0,0,0,0,0,WD ,235000,1,1,0,1,1661,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,58
490,528290190,80,62.0,7750,Pave,NA,Reg,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,0.0,0.0,384.0,384.0,GasA,SBrkr,774,656,0,1430,3,1,3,7,Typ,1,3,2.0,400.0,3,3,0,0,0,0,0,0,0,WD ,156000,3,1,0,0,1430,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
542,531375130,20,60.0,12450,Pave,NA,Reg,Lvl,AllPub,Gtl,SawyerW,RRAe,Norm,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,836.0,0.0,278.0,1114.0,GasA,SBrkr,1114,0,0,1114,3,1,4,6,Typ,0,0,2.0,576.0,3,3,0,42,0,0,0,0,0,WD ,153000,2,0,1,1,1156,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
973,923203190,120,0.0,4500,Pave,NA,Reg,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5,883.0,0.0,341.0,1224.0,GasA,SBrkr,1224,0,0,1224,2,1,3,5,Typ,0,0,2.0,402.0,3,3,0,304,0,0,0,0,0,WD ,165000,2,1,0,1,1528,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19
1012,527212050,60,77.0,11198,Pave,NA,IR1,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,4,3,PConc,4,0.0,0.0,1122.0,1122.0,GasA,SBrkr,1134,1370,0,2504,4,1,5,11,Typ,1,4,3.0,656.0,3,3,144,39,0,0,0,0,0,WD ,325000,3,1,0,0,2687,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
2218,909281020,190,79.0,6221,Pave,NA,IR1,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,CBlock,3,533.0,0.0,195.0,728.0,GasA,SBrkr,760,595,0,1355,3,1,3,5,Typ,0,0,2.0,528.0,3,3,0,0,0,0,144,0,0,WD ,140000,2,0,1,1,1355,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77
2033,903453080,80,120.0,13200,Pave,NA,Reg,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,3,CBlock,3,375.0,0.0,366.0,741.0,GasA,SBrkr,1497,797,0,2294,5,1,3,9,Typ,1,4,2.0,658.0,3,3,0,110,0,0,0,0,0,WD ,202500,3,0,0,1,2404,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55
1071,528180140,120,65.0,8769,Pave,NA,Reg,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,5,3,PConc,5,1540.0,0.0,162.0,1702.0,GasA,SBrkr,1702,0,0,1702,1,1,5,7,Typ,1,4,3.0,1052.0,3,3,0,72,0,0,224,0,0,New,367294,2,1,0,1,1774,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10
1583,916403230,80,85.0,10200,Pave,NA,Reg,Lvl,AllPub,Gtl,Timber,Norm,Norm,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4,783.0,0.0,678.0,1461.0,GasA,SBrkr,1509,0,0,1509,3,1,4,5,Typ,1,2,2.0,600.0,3,3,224,0,0,0,0,0,0,WD ,175000,2,1,0,1,1733,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30
2858,909275230,70,60.0,9550,Pave,NA,IR1,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,7,5,Gable,CompShg,Wd Sdng,Wd Shng,NA,0.0,3,3,BrkTil,3,216.0,0.0,540.0,756.0,GasA,SBrkr,961,756,0,1717,3,1,4,7,Typ,1,4,3.0,642.0,3,3,0,35,272,0,0,0,0,WD ,140000,1,0,1,1,1752,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,103
2265,916403040,20,42.0,10331,Pave,NA,Reg,Lvl,AllPub,Gtl,Timber,Norm,Norm,7,7,Gable,CompShg,Plywood,Plywood,NA,0.0,3,3,CBlock,4,215.0,80.0,970.0,1265.0,GasA,SBrkr,1240,0,0,1240,3,1,4,6,Typ,0,0,2.0,528.0,3,3,232,0,0,0,0,0,0,WD ,174000,2,0,0,1,1472,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,33
1088,528235180,80,59.0,9587,Pave,NA,IR1,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,655.0,0.0,201.0,856.0,GasA,SBrkr,1166,0,0,1166,2,1,4,5,Typ,0,0,2.0,400.0,3,3,212,0,0,0,0,0,0,WD ,190000,2,1,0,1,1378,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13
698,902105060,70,90.0,9900,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,5,8,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,CBlock,3,0.0,0.0,504.0,504.0,GasA,SBrkr,764,700,0,1464,3,1,3,7,Typ,0,0,0.0,0.0,0,0,0,0,176,0,0,0,0,WD ,129000,2,0,0,0,1464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108
1896,534425015,20,0.0,22002,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,3,4,CBlock,3,1386.0,0.0,206.0,1592.0,GasA,SBrkr,1652,0,0,1652,3,1,4,6,Typ,1,4,2.0,510.0,3,3,0,0,0,0,201,0,0,WD ,200000,2,1,0,1,1652,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59
628,535126010,60,100.0,13000,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,448.0,0.0,448.0,896.0,GasA,SBrkr,1182,960,0,2142,4,1,4,8,Typ,1,4,1.0,509.0,3,3,0,72,0,0,252,0,0,WD ,193500,3,1,0,1,2214,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50
1212,534403050,20,75.0,8250,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,6,7,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,3,3,CBlock,4,787.0,0.0,305.0,1092.0,GasA,SBrkr,1092,0,0,1092,3,1,3,6,Typ,0,0,2.0,504.0,3,4,0,0,0,0,0,0,0,WD ,145000,1,1,0,1,1092,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54
2864,909280070,50,81.0,8170,Pave,NA,IR1,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,7,7,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,4,4,BrkTil,3,526.0,0.0,496.0,1022.0,GasA,FuseA,1122,549,0,1671,4,1,3,7,Typ,1,4,2.0,451.0,3,3,0,0,0,0,0,0,0,WD ,218000,2,0,1,1,1671,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
2740,905451050,20,80.0,12048,Pave,NA,Reg,Lvl,AllPub,Gtl,Edwards,Norm,Norm,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,232.0,3,3,Slab,0,0.0,0.0,0.0,0.0,GasA,SBrkr,1488,0,0,1488,3,1,3,7,Typ,1,5,2.0,569.0,3,3,0,189,36,0,348,0,0,WD ,135000,1,1,0,1,1677,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,66
2560,534475160,20,89.0,10858,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,5,6,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,3,4,CBlock,3,40.0,0.0,1404.0,1444.0,GasA,SBrkr,1624,0,0,1624,2,1,3,6,Min1,1,4,1.0,240.0,3,3,0,40,324,0,0,0,0,WD ,146500,1,1,0,1,1664,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66
1716,528174010,120,61.0,7577,Pave,NA,IR1,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,4,3,PConc,4,20.0,0.0,1342.0,1362.0,GasA,SBrkr,1362,0,0,1362,2,1,4,6,Typ,1,4,2.0,460.0,3,3,192,28,0,0,0,0,0,WD ,194700,2,1,0,1,1582,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13
1130,528488140,20,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Gtl,Somerst,Norm,Norm,7,5,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,4,3,PConc,4,902.0,0.0,316.0,1218.0,GasA,SBrkr,1218,0,0,1218,2,1,4,6,Typ,0,0,2.0,462.0,3,3,168,168,0,0,0,0,0,New,230348,2,1,0,1,1554,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
201,903234050,30,51.0,6120,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Artery,Norm,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,BrkTil,2,960.0,0.0,164.0,1124.0,GasA,SBrkr,1068,0,0,1068,2,1,3,5,Typ,1,4,1.0,288.0,3,3,0,0,128,0,0,0,0,WD ,109500,1,0,1,1,1068,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,95
2886,913350030,20,69.0,23580,Pave,NA,IR1,Lvl,AllPub,Mod,Mitchel,Norm,Norm,6,6,Gable,CompShg,Plywood,Plywood,NA,0.0,3,3,CBlock,4,776.0,0.0,849.0,1625.0,GasA,SBrkr,1625,0,0,1625,3,1,2,6,Typ,1,3,2.0,576.0,3,3,136,28,0,0,0,0,0,WD ,242500,2,1,0,1,1789,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,39
2328,527190050,160,44.0,5306,Pave,NA,IR1,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,7,7,Gable,CompShg,HdBoard,HdBoard,NA,0.0,4,4,PConc,4,495.0,215.0,354.0,1064.0,GasA,SBrkr,1064,703,0,1767,2,1,4,5,Typ,1,3,2.0,504.0,4,3,441,35,0,0,0,0,0,WD ,239000,2,1,0,1,2243,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,31
2583,535301150,20,70.0,8092,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,6,8,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,4,CBlock,3,824.0,0.0,226.0,1050.0,GasA,SBrkr,1050,0,0,1050,3,1,4,6,Typ,0,0,1.0,286.0,3,3,0,0,0,0,0,0,0,WD ,156000,1,1,0,1,1050,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64
1206,534277060,20,77.0,8593,Pave,NA,IR1,Lvl,AllPub,Gtl,NAmes,Norm,Norm,4,6,Hip,CompShg,MetalSd,MetalSd,NA,0.0,3,3,CBlock,3,288.0,0.0,619.0,907.0,GasA,SBrkr,907,0,0,907,3,1,3,5,Typ,0,0,1.0,352.0,3,3,0,0,0,0,0,0,0,WD ,109008,1,0,1,1,907,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61
2242,910206010,50,64.0,11067,Pave,NA,Reg,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,2,4,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,3,BrkTil,0,0.0,0.0,0.0,0.0,GasA,SBrkr,640,0,205,845,1,1,3,4,Maj2,0,0,1.0,256.0,3,2,48,0,0,0,0,0,0,WD ,68104,1,0,1,1,893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
1105,528363020,60,0.0,11929,Pave,NA,IR1,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,466.0,4,3,PConc,4,0.0,0.0,1242.0,1242.0,GasA,SBrkr,1251,1250,0,2501,4,1,4,9,Typ,1,3,3.0,751.0,3,3,192,87,0,0,0,0,0,WD ,290000,3,1,0,0,2780,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
121,534401110,20,90.0,9900,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,5,5,Hip,CompShg,HdBoard,HdBoard,NA,0.0,3,3,PConc,4,1059.0,0.0,150.0,1209.0,GasA,SBrkr,1209,0,0,1209,3,1,3,6,Typ,0,0,2.0,504.0,3,3,0,0,120,0,0,0,0,ConLD,159000,1,1,0,1,1209,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,52
1223,534453140,70,50.0,4882,Pave,NA,IR1,Bnk,AllPub,Mod,BrkSide,RRAn,Feedr,4,7,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,3,PConc,3,120.0,0.0,228.0,348.0,GasA,SBrkr,453,453,0,906,2,1,3,5,Typ,0,0,1.0,231.0,2,3,0,0,0,0,0,0,0,WD ,87000,1,0,0,1,906,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,81
265,907252120,20,0.0,11423,Pave,NA,Reg,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,4,1358.0,0.0,223.0,1581.0,GasA,SBrkr,1601,0,0,1601,3,1,4,6,Typ,1,3,2.0,670.0,3,3,180,0,0,0,0,0,2000,WD ,272000,2,1,0,1,1781,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
2813,907414040,20,65.0,8772,Pave,NA,Reg,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,996.0,0.0,340.0,1336.0,GasA,SBrkr,1336,0,0,1336,3,1,4,6,Typ,0,0,2.0,502.0,3,3,136,43,0,0,0,0,0,New,198000,2,0,0,1,1515,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
1294,902109120,50,63.0,7628,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,4,6,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,4,BrkTil,3,0.0,0.0,801.0,801.0,GasA,FuseA,1095,561,0,1656,2,1,3,8,Mod,0,0,2.0,440.0,3,3,187,0,0,0,0,0,0,WD ,119164,2,0,1,0,1843,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2745,905477010,20,77.0,8335,Pave,NA,Reg,Lvl,AllPub,Gtl,Edwards,Norm,Norm,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,Slab,0,0.0,0.0,0.0,0.0,GasA,SBrkr,1124,0,0,1124,3,1,3,5,Min2,1,4,0.0,0.0,0,0,0,36,190,0,0,0,0,WD ,93000,1,0,0,1,1160,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,64
1094,528280180,60,71.0,8220,Pave,NA,IR1,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,647.0,4,3,PConc,4,544.0,0.0,438.0,982.0,GasA,SBrkr,1008,884,0,1892,3,1,3,8,Typ,1,3,2.0,431.0,3,3,108,0,0,0,0,0,0,WD ,226750,3,1,0,1,2000,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
651,535353140,190,107.0,10615,Pave,NA,IR1,Bnk,AllPub,Mod,OldTown,Artery,Artery,3,5,Gable,CompShg,HdBoard,HdBoard,NA,0.0,3,3,CBlock,2,440.0,0.0,538.0,978.0,GasA,SBrkr,1014,685,0,1699,3,2,3,7,Typ,0,0,2.0,420.0,2,2,0,74,0,0,0,0,0,WD ,95000,2,0,0,1,1773,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,118
198,903228150,50,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,CBlock,3,300.0,0.0,480.0,780.0,GasA,SBrkr,780,636,0,1416,3,1,3,6,Typ,0,0,1.0,312.0,3,3,221,0,48,0,0,0,0,WD ,139900,2,0,1,1,1637,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70
131,534451150,30,55.0,5350,Pave,NA,IR1,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,3,2,Gable,CompShg,Wd Sdng,Plywood,NA,0.0,3,1,CBlock,3,0.0,0.0,728.0,728.0,GasA,SBrkr,1306,0,0,1306,3,1,2,6,Mod,0,0,0.0,0.0,0,0,263,0,0,0,0,0,450,WD ,76500,1,0,0,0,1569,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78
1258,535380110,30,60.0,5400,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,4,7,Gambrel,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,3,0.0,0.0,672.0,672.0,GasA,SBrkr,672,0,0,672,2,1,3,4,Typ,0,0,1.0,308.0,3,3,88,108,0,0,0,0,0,WD ,86900,1,0,1,0,868,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,78
1599,923227030,20,0.0,17979,Pave,NA,IR1,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,5,6,Gable,CompShg,Plywood,Plywood,NA,0.0,3,4,CBlock,3,785.0,0.0,328.0,1113.0,GasA,SBrkr,1160,0,0,1160,3,1,4,6,Typ,0,0,1.0,257.0,3,3,81,0,0,0,0,0,500,WD ,152500,1,0,0,1,1241,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50
1508,908250090,20,68.0,9520,Pave,NA,Reg,Bnk,AllPub,Mod,Edwards,Norm,Norm,4,5,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,3,3,CBlock,4,767.0,0.0,144.0,911.0,GasA,SBrkr,930,0,0,930,2,1,3,5,Typ,0,0,1.0,286.0,3,3,134,0,0,0,0,0,3000,WD ,99000,1,1,0,1,1064,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,65
615,534450150,30,50.0,5330,Pave,NA,Reg,HLS,AllPub,Gtl,BrkSide,Norm,Norm,4,7,Hip,CompShg,VinylSd,VinylSd,NA,0.0,2,3,CBlock,3,280.0,0.0,140.0,420.0,GasA,SBrkr,708,0,0,708,2,1,2,5,Typ,0,0,0.0,0.0,0,0,164,0,0,0,0,0,0,WD ,82500,1,0,0,1,872,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,78
